0 | 1 | 1 | 2 | 3 | 4 | 5 | 119 | 118 | 58 | 
117 | 57 | 265 | 5 | 116 | 39 | 4 | 56 | 17 | 3 | 
28 | 4 | 264 | 112 | 3 | 4 | 115 | 9 | 38 | 4 | 
82 | 174 | 3 | 70 | 55 | 16 | 2 | 3 | 6 | 162 | 
27 | 3 | 85 | 151 | 106 | 4 | 3 | 263 | 128 | 5 | 
111 | 233 | 93 | 2 | 3 | 4 | 114 | 176 | 8 | 4 | 
37 | 6 | 35 | 253 | 160 | 3 | 81 | 245 | 4 | 98 | 
173 | 5 | 133 | 273 | 3 | 73 | 4 | 33 | 6 | 251 | 
260 | 167 | 62 | 2 | 69 | 3 | 43 | 67 | 54 | 3 | 
6 | 78 | 48 | 4 | 89 | 158 | 6 | 15 | 25 | 1 | 
2 | 3 | 4 | 120 | 40 | 29 | 83 | 3 | 107 | 5 | 
234 | 3 | 4 | 254 | 161 | 134 | 4 | 79 | 26 | 2 | 
4 | 5 | 121 | 41 | 30 | 84 | 3 | 4 | 184 | 243 | 
4 | 5 | 125 | 150 | 181 | 3 | 51 | 4 | 213 | 6 | 
224 | 105 | 2 | 3 | 275 | 3 | 4 | 5 | 186 | 183 | 
6 | 215 | 226 | 4 | 277 | 146 | 242 | 3 | 4 | 96 | 
248 | 4 | 257 | 124 | 5 | 149 | 197 | 4 | 180 | 210 | 
4 | 194 | 144 | 3 | 65 | 171 | 2 | 3 | 262 | 50 | 
3 | 127 | 212 | 5 | 223 | 104 | 3 | 268 | 4 | 110 | 
9 | 218 | 229 | 12 | 221 | 232 | 102 | 240 | 3 | 4 | 
131 | 92 | 271 | 203 | 1 | 2 | 2 | 3 | 4 | 266 | 
18 | 113 | 175 | 71 | 3 | 4 | 7 | 163 | 152 | 94 | 
3 | 4 | 177 | 36 | 4 | 246 | 99 | 274 | 4 | 74 | 
5 | 34 | 252 | 168 | 3 | 44 | 159 | 2 | 3 | 4 | 
108 | 235 | 255 | 80 | 3 | 5 | 122 | 31 | 4 | 5 | 
185 | 244 | 182 | 4 | 52 | 5 | 214 | 225 | 3 | 276 | 
4 | 7 | 216 | 227 | 5 | 278 | 147 | 4 | 5 | 97 | 
249 | 5 | 258 | 198 | 5 | 195 | 145 | 172 | 3 | 4 | 
10 | 219 | 230 | 241 | 4 | 132 | 272 | 2 | 3 | 72 | 
4 | 164 | 95 | 4 | 178 | 5 | 247 | 100 | 75 | 45 | 
3 | 4 | 236 | 256 | 6 | 123 | 32 | 4 | 6 | 279 | 
148 | 5 | 250 | 259 | 196 | 3 | 4 | 165 | 179 | 166 | 
4 | 190 | 209 | 3 | 61 | 189 | 4 | 193 | 208 | 143 | 
2 | 3 | 60 | 64 | 3 | 136 | 188 | 205 | 3 | 4 | 
154 | 170 | 4 | 5 | 238 | 281 | 192 | 207 | 142 | 1 | 
2 | 3 | 59 | 10 | 3 | 86 | 129 | 4 | 261 | 63 | 
3 | 68 | 4 | 49 | 90 | 2 | 135 | 3 | 42 | 126 | 
3 | 187 | 211 | 66 | 3 | 4 | 269 | 222 | 103 | 204 | 
2 | 3 | 5 | 267 | 19 | 153 | 169 | 3 | 109 | 53 | 
4 | 8 | 217 | 228 | 199 | 11 | 220 | 231 | 3 | 4 | 
5 | 101 | 76 | 46 | 4 | 237 | 280 | 191 | 3 | 4 | 
137 | 206 | 4 | 155 | 239 | 2 | 3 | 11 | 4 | 87 | 
130 | 91 | 270 | 3 | 20 | 200 | 5 | 77 | 47 | 4 | 
138 | 156 | 3 | 4 | 12 | 88 | 4 | 21 | 201 | 5 | 
139 | 157 | 4 | 13 | 5 | 22 | 202 | 140 | 5 | 14 | 
6 | 23 | 141 | 24 | 
